City_ID,City,Country,Date,lat,lng,Humidity,Wind Speed,Max Temp,Cloudiness
777,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
778,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
779,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
780,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
781,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
782,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
783,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
784,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
785,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
786,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
787,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
788,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
789,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
790,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
791,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
792,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
793,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
794,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
795,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
796,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
797,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
798,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
799,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
800,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
801,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
802,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
803,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
804,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
805,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
806,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
807,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
808,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
809,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
810,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
811,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
812,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
813,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
814,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
815,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
816,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
817,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
818,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
819,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
820,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
821,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
822,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
823,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
824,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
825,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
826,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
827,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
828,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
829,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
830,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
831,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
832,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
833,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
834,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
835,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
836,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
837,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
838,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
839,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
840,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
841,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
842,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
843,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
844,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
845,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
846,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
847,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
848,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
849,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
850,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
851,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
852,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
853,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
854,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
855,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
856,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
857,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
858,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
859,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
860,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
861,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
862,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
863,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
864,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
865,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
866,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
867,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
868,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
869,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
870,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
871,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
872,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
873,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
874,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
875,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
876,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
877,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
878,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
879,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
880,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
881,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
882,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
883,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
884,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
885,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
886,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
887,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
888,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
889,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
890,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
891,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
892,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
893,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
894,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
895,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
896,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
897,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
898,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
899,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
900,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
901,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
902,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
903,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
904,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
905,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
906,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
907,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
908,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
909,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
910,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
911,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
912,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
913,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
914,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
915,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
916,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
917,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
918,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
919,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
920,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
921,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
922,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
923,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
924,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
925,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
926,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
927,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
928,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
929,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
930,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
931,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
932,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
933,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
934,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
935,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
936,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
937,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
938,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
939,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
940,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
941,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
942,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
943,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
944,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
945,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
946,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
947,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
948,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
949,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
950,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
951,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
952,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
953,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
954,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
955,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
956,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
957,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
958,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
959,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
960,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
961,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
962,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
963,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
964,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
965,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
966,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
967,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
968,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
969,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
970,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
971,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
972,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
973,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
974,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
975,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
976,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
977,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
978,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
979,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
980,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
981,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
982,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
983,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
984,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
985,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
986,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
987,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
988,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
989,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
990,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
991,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
992,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
993,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
994,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
995,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
996,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
997,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
998,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
999,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1000,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1001,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1002,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1003,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1004,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1005,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1006,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1007,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1008,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1009,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1010,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1011,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1012,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1013,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1014,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1015,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1016,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1017,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1018,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1019,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1020,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1021,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1022,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1023,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1024,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1025,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1026,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1027,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1028,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1029,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1030,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1031,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1032,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1033,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1034,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1035,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1036,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1037,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1038,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1039,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1040,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1041,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1042,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1043,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1044,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1045,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1046,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1047,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1048,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1049,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1050,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1051,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1052,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1053,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1054,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1055,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1056,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1057,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1058,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1059,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1060,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1061,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1062,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1063,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1064,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1065,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1066,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1067,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1068,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1069,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1070,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
1071,Tres Arroyos,AR,1585697528,-38.37,-60.28,69,8.68,61.92,{'all': 97}
